r,sram_mib,tensor_cores,total_time_ms,effective_tflops,router_time_ms,up_gate_x512_time_ms,down_x512_time_ms
0.00014033215376054847,0.13439577105925157,4624.0,24.444156988235292,203.46670704012112,0.10074553725490197,16.053492956862744,8.289918494117648
0.00014584098829439863,0.13967156883598864,4624.0,24.444156988235292,203.46670704012112,0.10074553725490197,16.053492956862744,8.289918494117648
0.0001515660758900601,0.14515447165748718,4624.0,24.444156988235292,203.46670704012112,0.10074553725490197,16.053492956862744,8.289918494117648
0.00015751590570916213,0.15085260957371965,4624.0,24.444156988235292,203.46670704012112,0.10074553725490197,16.053492956862744,8.289918494117648
0.00016369930016117018,0.15677443178532133,4624.0,24.444156988235292,203.46670704012112,0.10074553725490197,16.053492956862744,8.289918494117648
0.00017012542798525892,0.16292871917206928,4624.0,24.444156988235292,203.46670704012112,0.10074553725490197,16.053492956862744,8.289918494117648
0.0001768038178457205,0.16932459731317245,4624.0,24.444156988235292,203.46670704012112,0.10074553725490197,16.053492956862744,8.289918494117648
0.0001837443724610725,0.175971550018685,4624.0,24.444156988235292,203.46670704012112,0.10074553725490197,16.053492956862744,8.289918494117648
0.00019095738328780968,0.18287943339210044,4624.0,24.444156988235292,203.46670704012112,0.10074553725490197,16.053492956862744,8.289918494117648
0.0001984535457805803,0.19005849044498646,4624.0,23.917812956862747,207.94426889022608,0.10074553725490197,16.053492956862744,7.7635744627450975
0.00020624397525140925,0.19751936628532515,4624.0,23.917812956862747,207.94426889022608,0.10074553725490197,16.053492956862744,7.7635744627450975
0.00021434022335148546,0.205273123902082,4624.0,23.917812956862747,207.94426889022608,0.10074553725490197,16.053492956862744,7.7635744627450975
0.00022275429519995563,0.21333126056941074,4624.0,23.917812956862747,207.94426889022608,0.10074553725490197,16.053492956862744,7.7635744627450975
0.00023149866718511609,0.22170572489481286,4624.0,23.917812956862747,207.94426889022608,0.10074553725490197,16.053492956862744,7.7635744627450975
